job_title,company_name,location,summary
Business Intelligence Analyst - Fully Remote Position,Thermo Fisher Scientific,Los Angeles. CA 90001•Remote,Collaborating with team to ensure data quality and integrity in data warehouse platforms for BI reporting. Solid understandin of BI and data warehouse concepts
Technical Data Analyst 2 - 1990,Range Generation Next LLC,Vandenberg AFB. CA 93437,Maintain strict version control through analysis and de-confliction of multiple redlines to same data. Strong organizational skills with specific emphasis on
Data Analyst Mandarin Cantonese Language A780,Anzu Global,Cupertino. CA,Review large data sets with high attention to detail. draw conclusions from data and recommend actions. Acquire. filter and clean data from primary or secondary
Associate Data Analyst (temporary),Adventist Health Roseville,Roseville. CA,HR systemapplicationdata troubleshooting: Preferred. Runs proactive queries and relevant tests to diagnose system and data integrity issues.
Data Analyst - Predictive Data Science,KKCS,Los Angeles. CA 90017 (Downtown area),Assess the eﬀectiveness and accuracy of new data sources and data‐gathering techniques. Develop custom data models and algorithms.
Senior Data Analyst. Product Insights,Pantheon,California•Remote,Collaborate with cross-functional partners to tackle challenges where product data and broader business data intersect. Unlimited time off and sick days.
Business Analyst (REMOTE),BD,San Diego. CA 92130 (Carmel Valley area)•Remote,A Minimum of 3-5 years of managing relevant experience; or the equivalent combination of education and experience.
Lead Data Analyst - Core Services,Uber,San Francisco. CA 94103 (South of Market area),Experience working with data to diagnose products and processes. Experience in data engineering or log analysis a plus.
Business Analyst,productOps,Santa Cruz. CA 95060,Preference for 2-5 years of direct job experience as a consultant. analyst etc. Rather than simply searching for data scientists or data engineers. we want
Data Consultant - Jr. SAS Developer,Luxoft,Pasadena. CA,Under general supervision. this position exists to assist the organization in making strategic data-related decisions by analyzing. manipulating. tracking.
Sr. Analyst. Data Management,Edwards Lifesciences,Irvine. CA,Analyze data quality issues and provide solutions on data management with high complexity. Bachelor's Degree in in related field. 5 years of previous related
Human Resources Data Analyst,Romeo Power,Los Angeles. CA,5+ years of experience in data analytics. Conduct research. quantitative analysis. data modeling. data mining. and the presentation of data to see beyond the
Risk Business Analyst,TikTok,Los Angeles. CA,Must be detail oriented and maintain data integrity. You have a strong analytical mindset and are able to make data-driven decisions.
Business Analyst,Lamps Plus,Chatsworth. CA 91311•Remote,The ideal candidate is someone who has worked in ecommerce or other consumer facing websites. as a business analyst or other technical or digital marketing role
Lead Data Scientist - Analyst,Sony Corporation of America,San Jose. CA,Professional experience with designing a data flow. Behavior data and huge opportunities of growth. Academic basis in the domain of data analytics.
HR Data Analyst,Niagara Bottling,Diamond Bar. CA 91765,Develops and automates data and analytics solutions. iteratively builds dashboards to provide data insights on demand. 4 Years  Experience working in Position.
Analyst. Paid Search,RPA,Santa Monica. CA 90403 (WilshireMontana area)•Remote,Pull reporting and analyze data. Ability to analyze data within Excel. 41621 3:11 PM. You’ll be responsible for the day-to-day management of paid search
Analyst. Paid Search,RPA,Santa Monica. CA 90403 (WilshireMontana area)•Remote,Pull reporting and analyze data. Ability to analyze data within Excel. 41621 3:11 PM. You’ll be responsible for the day-to-day management of paid search
Business Analyst,Xerox,Palo Alto. CA,The Refinery works as a cross-functional team of UX researchers. productbusiness designers. technologists. and business analysts.
Business Analyst,AmeriHome Mortgage,Irvine. CA,3+ years of business analyst related experience. Demonstrated ability to develop insights from data analysis and managementstakeholder discussions.
Data Analyst- COVID 19 Response (Contract),Brilliant Corners,Los Angeles. CA 90014 (Downtown area)•Remote,Comfort working with data systems and learning new data systems. Comfort working with data systems and learning new data systems.
Payment Ops & Risk Data Analyst,Fast AF,San Francisco. CA•Remote,Build and maintain LookML data layers to define and structure payments data. 3 years of experience with data analysis. working with databases. and querying (e.g
Senior Business Analyst,Brightview,Calabasas. CA 91302,Facilitating M&A Activities including data importsexports. data mapping. process mapping. and new user training. Up to 5% travel required.
Associate Business Analyst,Intermedia.net. Inc.,Sunnyvale. CA 94086,In this role. you will be responsible for the day-to-day maintenance. administration. and execution of discounts and promotion requests from Sales. Marketing.
Sr Analyst. Data Analytics & Reporting,WarnerMedia,Burbank. CA 91505,Performs system and data testing. reviews reporting with attention to detail. evaluates and validates data accuracy.
Business Intelligence Analyst - Data,ConsejoSano,Los Angeles. CA•Remote,Contribute to processes and workflows design that optimize each step of the data life cycle including. but not limited to data mining. data clean up. data
Data and Reporting Specialist  Remote,Center for Domestic Peace,San Rafael. CA 94901 (Downtown area)•Remote,Together with Database Administrator. complete regular review of data for reporting to ensure quality. Minimum 2 years’ experience generating complex aggregate
Client Data Analyst,Kinta AI,San Francisco. CA•Temporarily Remote,Transforming client data for Kinta implementation. Experience working with messy real-world data. 401(k) with 5% employer match.
Sr. Business Analyst,Amazon.com Services LLC,Sunnyvale. CA,Advanced data analysis knowledge and experience. with strong SQL skills. Mentor and coach for embedded analysts and business partners.
Business Analyst,Thumbtack,California•Remote,Proficiency using SQL to analyze large data sets and excellent excel  google sheets skills. Telling Thumbtack's story: Using metrics and data visualization to
